Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
6764,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,OPEN,500,392
6765,Special Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,SC,174,168
6766,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,Group 1,OBC-NCL,363,330
6767,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,Group 1,OPEN,441,402
6768,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,OBC-NCL,372,345
6769,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,OPEN,526,476
6770,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,SC,298,298
6771,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,ST,314,314
6772,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OBC-NCL,383,381
6773,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,EWS,454,340
6774,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OPEN,560,476
6775,Special Round 1,"National Institute of Technology, Rourkela",Biotechnology,Group 1,SC,261,240
6776,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,OBC-NCL,413,391
6777,Special Round 1,"National Institute of Technology, Warangal",Biotechnology,Group 1,EWS,397,397
6778,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,EWS,377,350
6779,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,OPEN,448,422
6780,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,Group 1,SC,245,230
6781,Special Round 1,National Institute of Technology Durgapur,Biotechnology,Group 1,OBC-NCL,356,330
6782,Special Round 1,National Institute of Technology Durgapur,Biotechnology,Group 1,OPEN,435,419
6783,Special Round 1,National Institute of Technology Durgapur,Biotechnology,Group 1,SC,222,222
6784,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),Group 1,SC,289,289
6785,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),Group 1,ST,260,260
6786,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),Group 1,SC,291,291
6787,Special Round 1,National Institute of Technology Hamirpur,Civil Engineering (Water Resources),Group 1,SC,245,245
6788,Special Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,OBC-NCL,389,370
6789,Special Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,EWS,393,378
6790,Special Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,OPEN,413,397
6791,Special Round 1,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,SC,303,303
6792,Special Round 1,"National Institute of Technology, Rourkela",Control & Automation,Group 1,OBC-NCL,401,350
6793,Special Round 1,"National Institute of Technology, Rourkela",Control & Automation,Group 1,EWS,342,334
6794,Special Round 1,"National Institute of Technology, Rourkela",Control & Automation,Group 1,OPEN,437,409
6795,Special Round 1,"National Institute of Technology, Rourkela",Control & Automation,Group 1,SC,287,287
6796,Special Round 1,"National Institute of Technology, Warangal",Control & Automation,Group 1,OBC-NCL,425,393
6797,Special Round 1,"National Institute of Technology, Warangal",Control & Automation,Group 4,OBC-NCL,422,422
6798,Special Round 1,"National Institute of Technology, Warangal",Control & Automation,Group 1,EWS,362,362
6799,Special Round 1,"National Institute of Technology, Warangal",Control & Automation,Group 1,OPEN,508,448
6800,Special Round 1,"National Institute of Technology, Warangal",Control & Automation,Group 4,OPEN,438,438
6801,Special Round 1,"National Institute of Technology, Warangal",Control & Automation,Group 1,ST,279,279
6802,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",CAD-CAM,Group 1,SC,241,241
6803,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,OBC-NCL,648,628
6804,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,EWS,668,648
6805,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,OPEN,706,678
6806,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,SC,522,510
6807,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,Group 1,OPEN,394,394
6808,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,Group 1,SC,207,207
6809,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,Group 1,OBC-NCL,340,340
6810,Special Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,Group 1,OPEN,502,428
6811,Special Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,Group 3,OPEN,450,450
6812,Special Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,Group 1,SC,237,237
6813,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,OBC-NCL,389,359
6814,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,OPEN,511,428
6815,Special Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,Group 1,SC,232,215
6816,Special Round 1,"National Institute of Technology, Warangal",Chemical Engineering,Group 1,OBC-NCL,324,311
6817,Special Round 1,"National Institute of Technology, Warangal",Chemical Engineering,Group 1,OPEN,386,354
6818,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering,Group 1,SC,168,168
6819,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,OBC-NCL,345,323
6820,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,EWS,350,330
6821,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,OPEN,385,358
6822,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,SC,279,256
6823,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,Group 1,OBC-NCL,381,362
6824,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,Group 1,OPEN,401,389
6825,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Communication System Engineering,Group 1,SC,295,276
6826,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,Group 1,OBC-NCL,358,327
6827,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,Group 1,OPEN,409,381
6828,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,Group 1,SC,261,261
6829,Special Round 1,"National Institute of Technology, Silchar",Control & Industrial Automation,Group 1,OBC-NCL,326,326
6830,Special Round 1,"National Institute of Technology, Silchar",Control & Industrial Automation,Group 1,OPEN,350,350
6831,Special Round 1,"National Institute of Technology, Silchar",Control & Industrial Automation,Group 1,SC,267,249
6832,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,OBC-NCL,480,445
6833,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,EWS,418,418
6834,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,OPEN,520,498
6835,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,SC,363,363
6836,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,Group 1,ST,310,310
6837,Special Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,Group 1,OBC-NCL,393,382
6838,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,SC,296,296
6839,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,OBC-NCL,397,363
6840,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,OPEN,416,408
6841,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,SC,321,321
6842,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,Group 1,ST,247,247
6843,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,OPEN,639,482
6844,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,SC,359,333
6845,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,ST,309,309
6846,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,OBC-NCL,363,344
6847,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,EWS,348,348
6848,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,Group 1,OPEN,451,370
6849,Special Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,Group 1,EWS,374,374
6850,Special Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,Group 1,OPEN,457,395
6851,Special Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,Group 1,SC,291,291
6852,Special Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,Group 1,ST,256,256
6853,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,OBC-NCL,455,408
6854,Special Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,Group 1,EWS,385,385
6855,Special Round 1,National Institute of Technology Patna,Control System Engineering,Group 1,OPEN,415,405
6856,Special Round 1,"National Institute of Technology, Kurukshetra",Control System,Group 1,OBC-NCL,366,346
6857,Special Round 1,"National Institute of Technology, Kurukshetra",Control System,Group 1,EWS,338,338
6858,Special Round 1,"National Institute of Technology, Kurukshetra",Control System,Group 1,OPEN,381,377
6859,Special Round 1,"National Institute of Technology, Kurukshetra",Control System,Group 1,SC,275,275
6860,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,OBC-NCL,589,582
6861,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,EWS,592,588
6862,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,OPEN,625,606
6863,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,SC,443,431
6864,Special Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,ST,311,311
6865,Special Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,EWS,333,333
6866,Special Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,OPEN,450,435
6867,Special Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,SC,288,288
6868,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,OBC-NCL,689,661
6869,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,EWS,706,706
6870,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,OPEN,735,714
6871,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,SC,536,531
6872,Special Round 1,"National Institute of Technology, Warangal",Computer Science & Information Security,Group 1,ST,370,356
6873,Special Round 1,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,Group 1,OBC-NCL,358,355
6874,Special Round 1,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,Group 1,EWS,330,330
6875,Special Round 1,"National Institute of Technology, Jamshedpur",Communication Systems Engineering,Group 1,OPEN,463,377
