Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
1017,Round 1,"National Institute of Technology, Srinagar",Power Electronics & Electrical Drives,G1,OBC-NCL,338,322
1018,Round 1,"National Institute of Technology, Srinagar",Microelectronics,G1,SC,307,290
1019,Round 1,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G1,OPEN,618,454
1020,Round 1,"National Institute of Technology, Tiruchirappalli",Communication Systems,G1,OPEN-PwD,272,272
1021,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Efficient & Sustainable Architecture,G1,EWS,395,350
1022,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G1,SC,369,334
1023,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,EWS,553,525
1024,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G1,OPEN,438,387
1025,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G1,EWS,492,476
1026,Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,OPEN,677,598
1027,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,SC-PwD,272,272
1028,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,OPEN,799,706
1029,Round 1,"National Institute of Technology, Warangal",Materials and Manufacturing,G1,SC,286,276
1030,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,SC,454,387
1031,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,ST,254,254
1032,Round 1,"National Institute of Technology, Warangal",Control & Automation,G2,OPEN,384,384
1033,Round 1,"National Institute of Technology, Warangal",Geoinformatics,G1,OBC-NCL,468,385
1034,Round 1,"National Institute of Technology, Warangal",Machine Design,G1,EWS,566,566
1035,Round 1,"National Institute of Technology, Warangal",Manufacturing Engineering,G1,SC,392,293
1036,Round 1,"National Institute of Technology, Warangal",Power Systems Engineering,G1,ST,425,354
1037,Round 1,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,ST,486,486
1038,Round 1,"National Institute of Technology, Warangal",Computer Integrated Manufacturing,G1,OPEN,522,438
1039,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,G1,OPEN,444,387
1040,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Manufacturing Engineering,G1,ST,243,243
1041,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,OPEN,499,427
1042,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,OPEN,575,491
1043,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,OPEN,363,350
1044,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,SC,277,275
1045,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,G1,EWS,442,412
1046,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G3,OPEN,391,391
1047,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G3,SC,291,283
1048,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,ST,323,291
1049,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G2,OBC-NCL,399,399
1050,Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G2,ST,284,284
1051,Round 1,"National Institute of Technology, Rourkela",Power System Engineering,G1,ST,311,303
1052,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,OPEN,701,671
1053,Round 1,"National Institute of Technology, Rourkela",Structural Engineering,G1,SC,370,355
1054,Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,G1,OPEN,556,419
1055,Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,G3,ST,248,248
1056,Round 1,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,OPEN-PwD,342,342
1057,Round 1,"National Institute of Technology, Rourkela",VLSI Design & Embedded Systems,G1,SC,526,480
1058,Round 1,"National Institute of Technology, Rourkela",Computer Science,G1,EWS,718,718
1059,Round 1,"National Institute of Technology, Silchar",Design & Manufacturing,G1,OBC-NCL,335,311
1060,Round 1,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,G1,EWS,469,467
1061,Round 1,"National Institute of Technology, Silchar",Power & Energy Systems Engineering,G1,OBC-NCL,354,346
1062,Round 1,"National Institute of Technology, Srinagar",Electrical Power and Energy System,G1,OBC-NCL,346,336
1063,Round 1,"National Institute of Technology, Srinagar",Electrical Power and Energy System,G1,EWS,322,322
1064,Round 1,"National Institute of Technology, Srinagar",Communication & Signal Processing,G1,ST,268,268
1065,Round 1,"National Institute of Technology, Srinagar",Transportation Engineering & Planning,G1,OPEN,435,389
1066,Round 1,"National Institute of Technology, Srinagar",Water Resources Engineering,G1,ST,247,247
1067,Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,OBC-NCL,495,473
1068,Round 1,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G1,EWS,400,393
1069,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,OBC-NCL,425,413
1070,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G2,EWS,401,401
1071,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,OPEN,603,472
1072,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,OPEN,534,534
1073,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,ST,256,251
1074,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,EWS,532,503
1075,Round 1,National Institute of Technology Uttarakhand,Power System & Renewable Energy,G1,OBC-NCL,330,326
1076,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,ST,249,249
1077,Round 1,National Institute of Technology Uttarakhand,Transportation Engineering,G1,OPEN,352,352
1078,Round 1,"National Institute of Technology, Warangal",Materials and Manufacturing,G1,ST,269,269
1079,Round 1,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,OPEN-PwD,231,231
1080,Round 1,"National Institute of Technology, Warangal",Construction Technology and Management,G1,OBC-NCL,507,487
1081,Round 1,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,OBC-NCL,531,523
1082,Round 1,"National Institute of Technology, Warangal",Sustainable Energy Generation and Storage Technologies,G1,OPEN,451,377
1083,Round 1,"National Institute of Technology, Warangal",Thermal Engineering,G1,ST,276,255
1084,Round 1,"National Institute of Technology, Warangal",Computer Science & Engineering,G1,SC,671,589
1085,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Manufacturing Engineering,G1,SC,217,217
1086,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Power System,G1,OPEN,479,385
1087,Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Turbo Machines,G1,OPEN,429,387
1088,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",CAD-CAM,G1,OPEN,400,352
1089,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Environmental Engineering,G1,OBC-NCL,364,351
1090,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Excavation Engineering,G1,ST,245,243
1091,Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Heat Power Engineering,G1,OPEN,483,352
1092,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Engineering,G1,EWS,312,312
1093,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,G1,ST,256,248
1094,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,EWS,452,452
1095,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,ST,236,236
1096,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,SC,278,258
1097,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,SC,408,370
1098,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Renewable Energy,G1,EWS,342,342
1099,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science & Technology,G1,OBC-NCL,420,398
1100,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Computer Science & Engineering,G1,ST,264,264
1101,Round 1,"Institute of Infrastructure, Technology, Research And Management, Ahmedabad",Civil Engineering,G1,OPEN,385,363
1102,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Aerodynamics and Flight Mechanics,G1,ST,380,380
1103,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Structures and Design,G1,EWS,511,511
1104,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Thermal and Propulsion,G1,OBC-NCL,490,441
1105,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Materials Science and Technology,G1,OBC-NCL,380,355
1106,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Quantum Technology,G1,ST,273,273
1107,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Manufacturing Technology,G1,OPEN,421,388
1108,Round 1,"National Institute of Technical Teachers Training & Research, Kolkata",Artificial Intelligence and Machine Learning with Pedagogy,G1,EWS,393,344
1109,Round 1,"National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal",Green Technology,G1,OPEN,389,389
1110,Round 1,"Jawaharlal Nehru University, New Delhi",Computer Science & Engineering,G1,SC,413,393
1111,Round 1,NIELIT Deemed to be University- Ropar,Cyber Forensics and Information Security,G2,EWS,385,364
1112,Round 1,NIELIT Deemed to be University- Ropar,IOT and Sensor Systems,G1,OPEN,366,350
1113,Round 1,NIELIT Deemed to be University- Ropar,Artificial Intelligence,G2,EWS,405,402
1114,Round 1,"National Institute of Electronics and Information Technology, Calicut",Electronics Design technology,G1,OPEN,631,471
1115,Round 1,"National Institute of Electronics and Information Technology, Calicut",Embedded Systems,G1,EWS,444,444
1116,Round 1,NIELIT Deemed to be University Itanagar,AI and Data Science,G2,SC,298,289
1117,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Engineering,G1,OPEN,584,366
1118,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",CAD/CAM-ROBOTICS,G1,SC,256,255
1119,Round 1,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Computer Science & Engineering,G1,OBC-NCL,401,367
1120,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",Control Systems,G1,SC,330,315
1121,Round 1,"Indian Institute of Space Science and Technology, Thiruvananthapuram",RF and Microwave Engineering,G1,SC,340,325
1122,Round 1,NIELIT Deemed to be University- Ajmer,Artificial Intelligence & Data Science,G1,OPEN,496,397
1123,Round 1,NIELIT Deemed to be University- Gorakhpur,VLSI and Embedded Systems Design,G1,SC,267,267
1124,Round 1,National Institute of Technology Andhra Pradesh,Advanced Communication Systems and Signal Processing,G1,EWS,362,362
1125,Round 1,National Institute of Technology Andhra Pradesh,Geo-technical Engineering,G1,SC,295,295
1126,Round 1,National Institute of Technology Andhra Pradesh,Geo-technical Engineering,G1,ST,279,279
1127,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Biomedical Engineering,G1,SC,356,265
1128,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Aerospace Engineering,G1,EWS,388,369
1129,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Materials Science and Engineering,G1,OBC-NCL,303,303
1130,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Structural Engineering,G1,OPEN,414,352
1131,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,IC Design and Technology,G1,OPEN,560,485
1132,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Computer Science and Engineering,G1,SC,428,423
1133,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Autonomous Systems and Machine Intelligence,G1,ST,260,260
1134,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,G1,SC,381,373
1135,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information Technology,G1,OPEN,585,559
1136,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Energy and Environmental Engineering,G1,SC,283,280
1137,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,EWS,485,473
1138,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,EWS,542,542
1139,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,ST,310,310
1140,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,ST,299,276
1141,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,EWS,411,409
1142,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems Management,G1,EWS,363,358
1143,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,OPEN,687,393
1144,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,OPEN,454,382
1145,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,EWS,352,352
1146,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,EWS,506,502
1147,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,OPEN-PwD,268,268
1148,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics,G1,OBC-NCL,385,385
1149,Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - PhD in ECE with Specialization in Communication Engineering,G1,OBC-NCL,413,413
1150,Round 1,"Indian Institute of Information Technology, Allahabad","Dual Degree M.Tech. - Ph.D in IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",G1,EWS,445,445
1151,Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,G1,OPEN,661,639
1152,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in RF and Microwave Engineering,G1,SC,299,291
1153,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Manufacturing & Automation,G1,SC,287,287
1154,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Communication & Signal Processing,G1,OBC-NCL,362,358
1155,Round 1,"Indian Institute of Information Technology , Kalyani",VLSI & Embedded Systems,G2,OPEN,452,423
1156,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Drones and IoT,G1,EWS,410,410
1157,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",M.Tech. Drones and IoT,G1,SC,304,303
1158,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,G1,EWS,443,443
1159,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Artificial Intelligence & Data Science,G1,EWS,436,436
1160,Round 1,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,G1,EWS,342,327
1161,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Data Science,G1,ST,276,276
1162,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Artificial Intelligence,G2,OBC-NCL,441,397
1163,Round 1,"National Institute of Advanced manufacturing Technology, Hatia, Ranchi",Industrial Metallurgy,G1,OPEN,356,356
1164,Round 1,Sant Longowal Institute of Engineering and Technology,Chemical Engineering,G1,OBC-NCL,317,317
1165,Round 1,Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,G1,OBC-NCL,325,325
1166,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,SC,424,412
1167,Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OPEN,378,355
1168,Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,ST,330,289
1169,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,OPEN-PwD,276,276
1170,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OBC-NCL,561,542
1171,Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,EWS,415,415
1172,Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,SC,276,242
1173,Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,OPEN,520,366
1174,Round 1,Maulana Azad National Institute of Technology Bhopal,Machine Design,G1,OBC-NCL,384,352
1175,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering and Management,G1,SC,273,273
1176,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,SC,390,389
1177,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,EWS,555,552
1178,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,SC,367,358
1179,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,SC,400,370
1180,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,SC,366,325
1181,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,ST,294,294
1182,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,EWS,387,387
1183,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,EWS,354,354
1184,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,SC,433,402
1185,Round 1,National Institute of Technology Agartala,Data Science & Engineering,G1,ST,277,268
1186,Round 1,National Institute of Technology Calicut,Chemical Engineering,G1,OBC-NCL,383,364
1187,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,OPEN,438,415
1188,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,SC,253,253
1189,Round 1,Sant Longowal Institute of Engineering and Technology,Food Engineering & Technology,G1,SC,188,188
1190,Round 1,Sant Longowal Institute of Engineering and Technology,Food Engineering & Technology,G1,ST,230,230
1191,Round 1,Sant Longowal Institute of Engineering and Technology,VLSI Design,G1,OPEN,393,360
1192,Round 1,University of Hyderabad,Bioinformatics,G1,OPEN,718,493
1193,Round 1,"Punjab Engineering College, Chandigarh",Structural Engineering,G1,ST,273,273
1194,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and AI),G1,OPEN,473,448
1195,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Engineering,G1,SC,283,253
1196,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Environmental Engineering and Management,G1,SC,289,259
1197,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Advanced Manufacturing Technology,G1,OPEN,614,378
1198,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Communication Engineering & Signal Processing,G1,SC,338,306
1199,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Mechatronics,G1,SC,275,256
1200,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Machine Design,G1,OPEN,380,380
1201,Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Transportation Engineering,G1,OBC-NCL,322,322
1202,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,G1,SC,522,522
1203,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (CSE) + Ph.D. in CSE,G1,ST,264,264
1204,Round 1,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Dual Degree Program M.Tech. (IT) + Ph.D. in IT,G1,SC,324,324
1205,Round 1,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",G1,SC,568,460
1206,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,G1,OBC-NCL,381,354
1207,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,G1,EWS,536,523
1208,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Mechatronics,G1,SC,323,323
1209,Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,SC,343,238
1210,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,ST,448,448
1211,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,OBC-NCL,427,404
1212,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,SC,572,562
1213,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OPEN,510,483
1214,Round 1,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,EWS,597,597
1215,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,OPEN,608,545
1216,Round 1,National Institute of Technology Durgapur,Robotics & Artificial Intelligence,G1,OBC-NCL,416,394
1217,Round 1,National Institute of Technology Durgapur,Next Generation Communication and Networks,G1,EWS,424,420
1218,Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,EWS,618,610
1219,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,OPEN,524,378
1220,Round 1,National Institute of Technology Hamirpur,Sustainable Architecture,G1,OBC-NCL,435,384
1221,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,ST,364,335
1222,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Machine Intelligence and Automation,G1,SC,397,397
1223,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Artificial Intelligence,G1,OPEN,643,589
1224,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,ST,262,262
1225,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,OPEN,457,428
1226,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,ST,241,241
1227,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,SC,184,184
1228,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,SC,438,358
1229,Round 1,Malaviya National Institute of Technology Jaipur,Petrochemicals and Polymers Technology,G1,OBC-NCL,337,303
1230,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,ST,304,304
1231,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Manufacturing & Automation,G1,EWS,340,340
1232,Round 1,"Indian Institute of Information Technology, Lucknow",Computer Science,G1,SC,454,389
1233,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science and Engineering (Cyber Security),G1,OBC-NCL,443,430
1234,Round 1,"Indian Institute of Information Technology, Bhagalpur, Bihar",Artificial Intelligence & Data Science,G1,OBC-NCL,516,477
1235,Round 1,"Indian Institute of Information Technology, Kota",Electronics and Communication Engineering with specialization in Semiconductor Technology,G1,OPEN,412,370
1236,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Artificial Intelligence,G1,OPEN,627,548
1237,Round 1,"Indian Institute of Information Technology, Bhopal",M.Tech in Data Science,G1,OPEN,624,529
1238,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Embedded System and VLSI Design,G1,OBC-NCL,370,330
1239,Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,G1,OPEN,540,519
1240,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Laser and Electro Optics,G1,OBC-NCL,375,373
1241,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,G1,OPEN,664,526
1242,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,G1,OBC-NCL,463,413
1243,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,OBC-NCL,405,386
1244,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,G1,SC,352,338
1245,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Radar and Communications),G1,OBC-NCL,409,377
1246,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,OPEN,556,364
1247,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,SC,290,238
1248,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,OPEN,424,390
1249,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,G1,OPEN,570,471
1250,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Data Science,G1,ST,273,271
1251,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,EWS,489,489
1252,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OPEN,506,486
1253,Round 1,Maulana Azad National Institute of Technology Bhopal,Power Electronics & Drives,G1,OPEN,417,393
1254,Round 1,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,ST,295,295
1255,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,EWS,346,346
1256,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,OBC-NCL,345,327
1257,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,EWS,415,415
1258,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,ST,259,249
1259,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G2,OPEN,459,428
1260,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,SC,328,310
1261,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,G1,ST,252,250
1262,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,EWS,656,655
1263,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,ST,373,350
1264,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,OPEN,448,401
1265,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,SC,280,280
1266,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,G1,ST,266,266
1267,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,G1,OPEN,477,351
1268,Round 1,National Institute of Technology Calicut,Environmental Engineering,G2,OPEN,415,415
1269,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,OPEN,433,409
1270,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,OBC-NCL,437,405
1271,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,G1,OBC-NCL,486,456
1272,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,OPEN-PwD,367,367
1273,Round 1,"Central University of Punjab, Bathinda, Punjab",Computer Science and Engineering (Cyber Security),G1,EWS,400,400
