SNo,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,SC,373,360
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,Group 1,ST,250,231
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,OBC,621,594
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,EWS,556,553
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,OPEN,655,621
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,Group 1,SC,436,324
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,OBC,526,499
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,EWS,526,513
,,,,,,,
1,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,OPEN,634,534
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,OPEN-PwD,286,286
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,SC,443,371
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,Group 1,ST,339,339
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,OBC,515,474
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,EWS,465,430
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,OPEN,611,522
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,SC,359,306
9,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,Group 1,ST,281,269
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,OBC,541,533
11,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,EWS,526,526
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,OPEN,619,545
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,SC,454,429
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,Group 1,ST,327,327
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,OBC,504,474
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,EWS,486,450
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,OPEN,566,506
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,SC,339,331
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,Group 1,ST,231,231
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OBC,596,577
,,,,,,,
1,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,EWS,637,624
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,OPEN,688,646
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,SC,459,439
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,Group 1,ST,289,285
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,OBC,525,468
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,EWS,512,495
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,OPEN,604,529
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,Group 1,SC,310,276
9,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OBC,646,617
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,EWS,646,641
11,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,OPEN,693,661
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,SC,436,417
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,Group 1,ST,312,296
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,Group 1,OBC,436,414
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,Group 1,EWS,426,346
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,Group 1,OPEN,520,450
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,Group 1,SC,228,228
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OBC,596,566
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,EWS,588,566
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OPEN,649,608
,,,,,,,
1,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,SC,457,350
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,ST,316,281
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,OBC,532,499
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,EWS,533,522
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,OPEN,612,549
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,Group 1,SC,337,259
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,Group 1,OBC,512,460
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,Group 1,EWS,478,454
9,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,Group 1,OPEN,625,541
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Product Design and Development,Group 1,SC,259,236
11,Round 1,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,OBC,607,571
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,EWS,624,615
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,OPEN,669,634
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,SC,481,431
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Software Engineering,Group 1,ST,316,316
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OBC,531,507
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,EWS,526,523
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,OPEN,641,563
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,Group 1,SC,355,327
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OBC,605,587
,,,,,,,
1,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,EWS,594,583
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,OPEN,796,619
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,SC,492,432
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,Group 1,ST,304,304
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,OBC,558,526
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,EWS,534,534
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,OPEN,793,562
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,SC,458,422
9,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,ST,299,299
10,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,OBC,590,577
11,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,EWS,580,536
12,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,OPEN,725,609
13,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,SC,354,339
14,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,ST,296,296
15,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,OBC,562,536
16,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,EWS,547,543
17,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,OPEN,633,574
18,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,SC,422,347
19,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,ST,281,248
20,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,Group 1,OBC,471,449
,,,,,,,
1,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,Group 1,EWS,476,423
2,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,Group 1,OPEN,602,522
3,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,Group 1,SC,445,269
4,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,OBC,651,608
5,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,EWS,654,638
6,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,OPEN,796,677
7,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,SC,486,481
8,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,Group 1,ST,348,326
9,Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,OBC,500,397
10,Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,EWS,450,450
11,Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,OPEN,616,571
12,Round 1,National Institute of Technology Agartala,Artificial Intelligence,Group 1,SC,348,319
13,Round 1,National Institute of Technology Agartala,Automotive Engineering,Group 1,OBC,334,334
14,Round 1,National Institute of Technology Agartala,Automotive Engineering,Group 1,OPEN,556,505
15,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,Group 1,OBC,361,360
16,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,Group 1,OPEN,512,504
17,Round 1,National Institute of Technology Agartala,Chemical Engineering,Group 1,OPEN,438,412
18,Round 1,National Institute of Technology Agartala,Chemical Engineering,Group 1,SC,195,195
19,Round 1,National Institute of Technology Agartala,Chemical Engineering,Group 1,ST,263,263
20,Round 1,National Institute of Technology Agartala,Communication Engineering,Group 1,OBC,397,340
,,,,,,,
1,Round 1,National Institute of Technology Agartala,Communication Engineering,Group 1,EWS,383,354
2,Round 1,National Institute of Technology Agartala,Communication Engineering,Group 1,OPEN,479,426
3,Round 1,National Institute of Technology Agartala,Communication Engineering,Group 1,SC,307,250
4,Round 1,National Institute of Technology Agartala,Environmental Engineering,Group 1,OBC,422,403
5,Round 1,National Institute of Technology Agartala,Environmental Engineering,Group 1,EWS,382,382
6,Round 1,National Institute of Technology Agartala,Environmental Engineering,Group 1,OPEN,483,442
7,Round 1,National Institute of Technology Agartala,Environmental Engineering,Group 1,SC,293,293
8,Round 1,National Institute of Technology Agartala,Environmental Engineering,Group 1,SC-PwD,249,249
9,Round 1,National Institute of Technology Agartala,Environmental Engineering,Group 1,ST,251,251
10,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,Group 1,OBC,396,391
11,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,Group 1,EWS,393,393
12,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,Group 1,OPEN,446,429
13,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,Group 1,SC,300,290
14,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,Group 1,ST,310,310
15,Round 1,National Institute of Technology Agartala,Hydro Informatics Engineering,Group 1,OBC,372,364
16,Round 1,National Institute of Technology Agartala,Hydro Informatics Engineering,Group 1,EWS,325,325
17,Round 1,National Institute of Technology Agartala,Hydro Informatics Engineering,Group 1,OPEN,414,410
18,Round 1,National Institute of Technology Agartala,Hydro Informatics Engineering,Group 1,SC,281,281
19,Round 1,National Institute of Technology Agartala,Hydro Informatics Engineering,Group 1,ST,213,213
20,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,Group 1,OBC,354,347
,,,,,,,
1,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,Group 1,EWS,377,377
2,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,Group 1,OPEN,445,407
3,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,Group 1,SC,260,260
4,Round 1,National Institute of Technology Agartala,Integrated Energy System,Group 1,OBC,364,364
5,Round 1,National Institute of Technology Agartala,Integrated Energy System,Group 1,OPEN,445,415
6,Round 1,National Institute of Technology Agartala,Integrated Energy System,Group 1,SC,252,252
7,Round 1,National Institute of Technology Agartala,Machine Design,Group 1,OBC,362,358
8,Round 1,National Institute of Technology Agartala,Machine Design,Group 1,OPEN,457,457
9,Round 1,National Institute of Technology Agartala,Manufacturing Technology,Group 1,OBC,323,314
10,Round 1,National Institute of Technology Agartala,Manufacturing Technology,Group 1,OPEN,409,371
11,Round 1,National Institute of Technology Agartala,Material Science & Engineering,Group 1,OBC,324,324
12,Round 1,National Institute of Technology Agartala,Material Science & Engineering,Group 1,OPEN,392,374
13,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,Group 1,OBC,422,411
14,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,Group 1,EWS,381,381
15,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,Group 1,OPEN,479,430
16,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,Group 1,SC,311,275
17,Round 1,National Institute of Technology Agartala,Power System Engineering,Group 1,OBC,392,358
18,Round 1,National Institute of Technology Agartala,Power System Engineering,Group 1,EWS,335,324
19,Round 1,National Institute of Technology Agartala,Power System Engineering,Group 1,OPEN,537,430
20,Round 1,National Institute of Technology Agartala,Power System Engineering,Group 1,SC,271,263
,,,,,,,
1,Round 1,National Institute of Technology Agartala,Seismic Science and Engineering,Group 1,OBC,364,364
2,Round 1,National Institute of Technology Agartala,Seismic Science and Engineering,Group 1,EWS,321,321
3,Round 1,National Institute of Technology Agartala,Seismic Science and Engineering,Group 1,OPEN,419,418
4,Round 1,National Institute of Technology Agartala,Seismic Science and Engineering,Group 1,SC,283,283
5,Round 1,National Institute of Technology Agartala,Structural Engineering,Group 1,OBC,441,418
6,Round 1,National Institute of Technology Agartala,Structural Engineering,Group 1,EWS,451,451
7,Round 1,National Institute of Technology Agartala,Structural Engineering,Group 1,OPEN,490,454
8,Round 1,National Institute of Technology Agartala,Structural Engineering,Group 1,SC,303,303
9,Round 1,National Institute of Technology Agartala,Structural Engineering,Group 1,ST,269,269
10,Round 1,National Institute of Technology Agartala,Thermal Science & Engineering,Group 1,OBC,365,350
11,Round 1,National Institute of Technology Agartala,Thermal Science & Engineering,Group 1,OPEN,436,392
12,Round 1,National Institute of Technology Agartala,Transportation Engineering,Group 1,OBC,414,398
13,Round 1,National Institute of Technology Agartala,Transportation Engineering,Group 1,EWS,400,400
14,Round 1,National Institute of Technology Agartala,Transportation Engineering,Group 1,OPEN,492,442
15,Round 1,National Institute of Technology Agartala,Transportation Engineering,Group 1,SC,343,325
16,Round 1,National Institute of Technology Agartala,Transportation Engineering,Group 1,ST,286,253
17,Round 1,National Institute of Technology Agartala,VLSI Design,Group 1,OBC,474,436
18,Round 1,National Institute of Technology Agartala,VLSI Design,Group 1,EWS,479,463
19,Round 1,National Institute of Technology Agartala,VLSI Design,Group 1,OPEN,583,483
20,Round 1,National Institute of Technology Agartala,VLSI Design,Group 1,SC,305,274
,,,,,,,
1,Round 1,National Institute of Technology Agartala,Water Resources Engineering,Group 1,OBC,396,396
2,Round 1,National Institute of Technology Agartala,Water Resources Engineering,Group 1,EWS,375,375
3,Round 1,National Institute of Technology Agartala,Water Resources Engineering,Group 1,OPEN,429,428
4,Round 1,National Institute of Technology Agartala,Computer Science & Engineering,Group 1,OBC,441,404
5,Round 1,National Institute of Technology Agartala,Computer Science & Engineering,Group 1,EWS,450,450
6,Round 1,National Institute of Technology Agartala,Computer Science & Engineering,Group 1,OPEN,580,535
7,Round 1,National Institute of Technology Agartala,Computer Science & Engineering,Group 1,SC,308,304
8,Round 1,National Institute of Technology Agartala,Computer Integrated Manufacturing,Group 1,OBC,341,324
9,Round 1,National Institute of Technology Agartala,Computer Integrated Manufacturing,Group 1,OPEN,399,362
10,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,OBC,561,531
11,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,EWS,543,543
12,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,OPEN,723,599
13,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,SC,457,408
14,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,ST,271,271
15,Round 1,National Institute of Technology Calicut,Chemical Engineering,Group 1,OBC,398,365
16,Round 1,National Institute of Technology Calicut,Chemical Engineering,Group 1,EWS,373,373
17,Round 1,National Institute of Technology Calicut,Chemical Engineering,Group 1,OPEN,487,442
18,Round 1,National Institute of Technology Calicut,Chemical Engineering,Group 1,SC,227,227
19,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,Group 1,OBC,527,502
20,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,Group 1,EWS,499,484
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,Group 1,OPEN,563,531
2,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,Group 1,SC,378,339
3,Round 1,National Institute of Technology Calicut,Environmental Geotechnology,Group 1,ST,343,335
4,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,Group 1,OBC,525,484
5,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,Group 1,EWS,520,518
6,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,Group 1,OPEN,625,546
7,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,Group 1,SC,368,259
8,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,OBC,653,623
9,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,EWS,666,657
10,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,OPEN,698,668
11,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,SC,460,445
12,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,Group 1,ST,305,293
13,Round 1,National Institute of Technology Calicut,High Voltage Engineering,Group 1,OBC,558,543
14,Round 1,National Institute of Technology Calicut,High Voltage Engineering,Group 1,EWS,532,532
15,Round 1,National Institute of Technology Calicut,High Voltage Engineering,Group 1,OPEN,596,574
16,Round 1,National Institute of Technology Calicut,High Voltage Engineering,Group 1,SC,353,353
17,Round 1,National Institute of Technology Calicut,High Voltage Engineering,Group 1,ST,256,256
18,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,OBC,577,562
19,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,EWS,570,566
20,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,OPEN,630,589
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,SC,440,343
2,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,Group 1,ST,294,267
3,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,OBC,574,566
4,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,EWS,571,571
5,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,OPEN,630,585
6,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,SC,362,354
7,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 1,ST,271,271
8,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,OBC,553,526
9,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,EWS,472,472
10,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,OPEN,685,599
11,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,SC,431,327
12,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,Group 2,ST,192,192
13,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,OBC,602,566
14,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,EWS,602,570
15,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,OPEN,707,608
16,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,Group 1,SC,368,327
17,Round 1,National Institute of Technology Calicut,Machine Design,Group 1,OBC,645,625
18,Round 1,National Institute of Technology Calicut,Machine Design,Group 1,EWS,659,621
19,Round 1,National Institute of Technology Calicut,Machine Design,Group 1,OPEN,709,690
20,Round 1,National Institute of Technology Calicut,Machine Design,Group 1,SC,378,366
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Machine Design,Group 1,ST,331,331
2,Round 1,National Institute of Technology Calicut,Manufacturing Technology,Group 1,OBC,606,587
3,Round 1,National Institute of Technology Calicut,Manufacturing Technology,Group 1,EWS,590,564
4,Round 1,National Institute of Technology Calicut,Manufacturing Technology,Group 1,OPEN,655,629
5,Round 1,National Institute of Technology Calicut,Manufacturing Technology,Group 1,SC,354,324
6,Round 1,National Institute of Technology Calicut,Manufacturing Technology,Group 1,ST,331,331
7,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,OBC,687,668
8,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,EWS,704,698
9,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,OPEN,721,707
10,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,SC,490,463
11,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,Group 1,ST,400,400
12,Round 1,National Institute of Technology Calicut,Materials Science & Technology,Group 1,OBC,519,475
13,Round 1,National Institute of Technology Calicut,Materials Science & Technology,Group 1,EWS,491,447
14,Round 1,National Institute of Technology Calicut,Materials Science & Technology,Group 1,OPEN,597,546
15,Round 1,National Institute of Technology Calicut,Materials Science & Technology,Group 1,SC,399,300
16,Round 1,National Institute of Technology Calicut,Nanotechnology,Group 1,OBC,468,410
17,Round 1,National Institute of Technology Calicut,Nanotechnology,Group 1,EWS,430,430
18,Round 1,National Institute of Technology Calicut,Nanotechnology,Group 1,OPEN,552,514
19,Round 1,National Institute of Technology Calicut,Nanotechnology,Group 1,SC,331,270
20,Round 1,National Institute of Technology Calicut,Offshore Structures,Group 1,OBC,493,447
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Offshore Structures,Group 1,EWS,421,417
2,Round 1,National Institute of Technology Calicut,Offshore Structures,Group 1,OPEN,590,493
3,Round 1,National Institute of Technology Calicut,Offshore Structures,Group 1,SC,339,317
4,Round 1,National Institute of Technology Calicut,Offshore Structures,Group 1,ST,257,257
5,Round 1,National Institute of Technology Calicut,Power Electronics,Group 1,OBC,615,600
6,Round 1,National Institute of Technology Calicut,Power Electronics,Group 1,EWS,622,619
7,Round 1,National Institute of Technology Calicut,Power Electronics,Group 1,OPEN,657,634
8,Round 1,National Institute of Technology Calicut,Power Electronics,Group 1,SC,460,449
9,Round 1,National Institute of Technology Calicut,Power Electronics,Group 1,ST,316,313
10,Round 1,National Institute of Technology Calicut,Power Systems,Group 1,OBC,589,570
11,Round 1,National Institute of Technology Calicut,Power Systems,Group 1,EWS,594,592
12,Round 1,National Institute of Technology Calicut,Power Systems,Group 1,OPEN,637,596
13,Round 1,National Institute of Technology Calicut,Power Systems,Group 1,SC,417,373
14,Round 1,National Institute of Technology Calicut,Power Systems,Group 1,ST,297,297
15,Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,OBC,619,598
16,Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,EWS,644,644
17,Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,OPEN,664,644
18,Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,SC,445,430
19,Round 1,National Institute of Technology Calicut,Signal Processing,Group 1,ST,286,286
20,Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,OBC,608,597
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,EWS,618,611
2,Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,OPEN,697,623
3,Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,SC,425,422
4,Round 1,National Institute of Technology Calicut,Structural Engineering,Group 1,ST,339,336
5,Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,OBC,599,580
6,Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,EWS,583,579
7,Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,OPEN,641,622
8,Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,OPEN-PwD,231,231
9,Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,SC,402,402
10,Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,ST,263,263
11,Round 1,National Institute of Technology Calicut,Thermal Sciences,Group 1,OBC,638,614
12,Round 1,National Institute of Technology Calicut,Thermal Sciences,Group 1,EWS,655,617
13,Round 1,National Institute of Technology Calicut,Thermal Sciences,Group 1,OPEN,703,663
14,Round 1,National Institute of Technology Calicut,Thermal Sciences,Group 1,SC,388,365
15,Round 1,National Institute of Technology Calicut,Thermal Sciences,Group 1,ST,289,269
16,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,OBC,558,540
17,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,EWS,511,509
18,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,OPEN,602,566
19,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,SC,418,382
20,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,ST,325,311
,,,,,,,
1,Round 1,National Institute of Technology Calicut,Water Resource Engineering,Group 1,OBC,513,475
2,Round 1,National Institute of Technology Calicut,Water Resource Engineering,Group 1,EWS,476,447
3,Round 1,National Institute of Technology Calicut,Water Resource Engineering,Group 1,OPEN,580,517
4,Round 1,National Institute of Technology Calicut,Water Resource Engineering,Group 1,SC,396,339
5,Round 1,National Institute of Technology Calicut,Water Resource Engineering,Group 1,ST,281,281
6,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,OBC,631,611
7,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,EWS,657,655
8,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,OPEN,696,678
9,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,SC,491,477
10,Round 1,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,ST,326,325
11,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,Group 1,OBC,642,634
12,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,Group 1,EWS,664,657
13,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,Group 1,OPEN,722,703
14,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,Group 1,OPEN-PwD,410,410
15,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,Group 1,SC,517,504
